timestamp, index, name, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/10 09:23:51.808, 0, NVIDIA A100-SXM4-80GB, 64, 278.72 W, 1410 MHz, 1593 MHz, 52782 MiB, 99 %
2026/09/10 09:23:51.838, 1, NVIDIA A100-SXM4-80GB, 57, 399.92 W, 1410 MHz, 1593 MHz, 40368 MiB, 97 %
2026/09/10 09:23:51.838, 2, NVIDIA A100-SXM4-80GB, 54, 206.81 W, 1410 MHz, 1593 MHz, 39366 MiB, 98 %
2026/09/10 09:23:51.839, 3, NVIDIA A100-SXM4-80GB, 56, 423.60 W, 1410 MHz, 1593 MHz, 51180 MiB, 96 %
2026/09/10 09:23:53.842, 0, NVIDIA A100-SXM4-80GB, 59, 416.59 W, 1410 MHz, 1593 MHz, 52782 MiB, 99 %
2026/09/10 09:23:53.844, 1, NVIDIA A100-SXM4-80GB, 55, 298.97 W, 1410 MHz, 1593 MHz, 40368 MiB, 98 %
2026/09/10 09:23:53.845, 2, NVIDIA A100-SXM4-80GB, 48, 128.65 W, 1410 MHz, 1593 MHz, 39366 MiB, 98 %
2026/09/10 09:23:53.845, 3, NVIDIA A100-SXM4-80GB, 53, 139.38 W, 1410 MHz, 1593 MHz, 51180 MiB, 97 %
2026/09/10 09:23:55.845, 0, NVIDIA A100-SXM4-80GB, 64, 390.04 W, 1410 MHz, 1593 MHz, 52782 MiB, 99 %
2026/09/10 09:23:55.846, 1, NVIDIA A100-SXM4-80GB, 58, 229.95 W, 1410 MHz, 1593 MHz, 40368 MiB, 97 %
2026/09/10 09:23:55.851, 2, NVIDIA A100-SXM4-80GB, 54, 375.32 W, 1410 MHz, 1593 MHz, 39366 MiB, 98 %
2026/09/10 09:23:55.852, 3, NVIDIA A100-SXM4-80GB, 57, 397.16 W, 1410 MHz, 1593 MHz, 51180 MiB, 95 %
2026/09/10 09:23:57.853, 0, NVIDIA A100-SXM4-80GB, 63, 383.11 W, 1410 MHz, 1593 MHz, 52782 MiB, 96 %
2026/09/10 09:23:57.881, 1, NVIDIA A100-SXM4-80GB, 57, 388.46 W, 1410 MHz, 1593 MHz, 40368 MiB, 96 %
2026/09/10 09:23:57.882, 2, NVIDIA A100-SXM4-80GB, 54, 384.34 W, 1410 MHz, 1593 MHz, 39366 MiB, 97 %
2026/09/10 09:23:57.882, 3, NVIDIA A100-SXM4-80GB, 56, 421.17 W, 1410 MHz, 1593 MHz, 51180 MiB, 96 %
2026/09/10 09:23:59.883, 0, NVIDIA A100-SXM4-80GB, 61, 308.93 W, 1410 MHz, 1593 MHz, 52782 MiB, 99 %
2026/09/10 09:23:59.883, 1, NVIDIA A100-SXM4-80GB, 54, 327.72 W, 1410 MHz, 1593 MHz, 40368 MiB, 98 %
2026/09/10 09:23:59.883, 2, NVIDIA A100-SXM4-80GB, 48, 277.86 W, 1410 MHz, 1593 MHz, 39366 MiB, 98 %
2026/09/10 09:23:59.883, 3, NVIDIA A100-SXM4-80GB, 51, 301.60 W, 1410 MHz, 1593 MHz, 51180 MiB, 99 %
2026/09/10 09:24:01.884, 0, NVIDIA A100-SXM4-80GB, 64, 314.95 W, 1410 MHz, 1593 MHz, 52782 MiB, 99 %
2026/09/10 09:24:01.911, 1, NVIDIA A100-SXM4-80GB, 57, 384.23 W, 1410 MHz, 1593 MHz, 40368 MiB, 97 %
2026/09/10 09:24:01.942, 2, NVIDIA A100-SXM4-80GB, 54, 393.37 W, 1410 MHz, 1593 MHz, 39366 MiB, 97 %
2026/09/10 09:24:01.942, 3, NVIDIA A100-SXM4-80GB, 57, 430.78 W, 1410 MHz, 1593 MHz, 51180 MiB, 95 %
2026/09/10 09:24:03.942, 0, NVIDIA A100-SXM4-80GB, 56, 133.15 W, 1410 MHz, 1593 MHz, 52782 MiB, 76 %
2026/09/10 09:24:03.943, 1, NVIDIA A100-SXM4-80GB, 49, 126.41 W, 1410 MHz, 1593 MHz, 40178 MiB, 63 %
2026/09/10 09:24:03.943, 2, NVIDIA A100-SXM4-80GB, 45, 100.45 W, 1410 MHz, 1593 MHz, 39166 MiB, 0 %
2026/09/10 09:24:03.944, 3, NVIDIA A100-SXM4-80GB, 47, 125.62 W, 1410 MHz, 1593 MHz, 51180 MiB, 0 %
2026/09/10 09:24:05.950, 0, NVIDIA A100-SXM4-80GB, 51, 96.10 W, 1140 MHz, 1593 MHz, 51330 MiB, 2 %
2026/09/10 09:24:05.950, 1, NVIDIA A100-SXM4-80GB, 45, 91.88 W, 1140 MHz, 1593 MHz, 38532 MiB, 3 %
2026/09/10 09:24:05.951, 2, NVIDIA A100-SXM4-80GB, 42, 78.72 W, 1140 MHz, 1593 MHz, 37530 MiB, 5 %
2026/09/10 09:24:05.951, 3, NVIDIA A100-SXM4-80GB, 44, 91.90 W, 1140 MHz, 1593 MHz, 49340 MiB, 5 %
2026/09/10 09:24:07.951, 0, NVIDIA A100-SXM4-80GB, 50, 95.50 W, 1140 MHz, 1593 MHz, 50458 MiB, 0 %
2026/09/10 09:24:07.951, 1, NVIDIA A100-SXM4-80GB, 44, 91.55 W, 1140 MHz, 1593 MHz, 38048 MiB, 0 %
2026/09/10 09:24:07.951, 2, NVIDIA A100-SXM4-80GB, 41, 78.40 W, 1140 MHz, 1593 MHz, 37046 MiB, 0 %
2026/09/10 09:24:07.957, 3, NVIDIA A100-SXM4-80GB, 42, 90.71 W, 1140 MHz, 1593 MHz, 48856 MiB, 0 %
2026/09/10 09:24:09.957, 0, NVIDIA A100-SXM4-80GB, 50, 98.54 W, 1410 MHz, 1593 MHz, 0 MiB, 30 %
2026/09/10 09:24:09.957, 1, NVIDIA A100-SXM4-80GB, 45, 122.95 W, 1410 MHz, 1593 MHz, 0 MiB, 61 %
2026/09/10 09:24:09.957, 2, NVIDIA A100-SXM4-80GB, 41, 98.51 W, 1410 MHz, 1593 MHz, 0 MiB, 9 %
2026/09/10 09:24:09.957, 3, NVIDIA A100-SXM4-80GB, 43, 122.79 W, 1410 MHz, 1593 MHz, 0 MiB, 74 %
2026/09/10 09:24:11.957, 0, NVIDIA A100-SXM4-80GB, 51, 127.86 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 09:24:11.957, 1, NVIDIA A100-SXM4-80GB, 43, 70.91 W, 240 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 09:24:11.957, 2, NVIDIA A100-SXM4-80GB, 39, 68.76 W, 270 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 09:24:11.957, 3, NVIDIA A100-SXM4-80GB, 41, 72.58 W, 270 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 09:24:13.958, 0, NVIDIA A100-SXM4-80GB, 47, 73.46 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 09:24:13.995, 1, NVIDIA A100-SXM4-80GB, 42, 70.03 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 09:24:13.997, 2, NVIDIA A100-SXM4-80GB, 38, 68.16 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 09:24:13.997, 3, NVIDIA A100-SXM4-80GB, 39, 71.12 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 09:24:16.041, 0, NVIDIA A100-SXM4-80GB, 48, 94.58 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 09:24:16.042, 1, NVIDIA A100-SXM4-80GB, 42, 90.63 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 09:24:16.042, 2, NVIDIA A100-SXM4-80GB, 38, 77.21 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 09:24:16.042, 3, NVIDIA A100-SXM4-80GB, 40, 90.07 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 09:24:18.042, 0, NVIDIA A100-SXM4-80GB, 48, 94.41 W, 1140 MHz, 1593 MHz, 1462 MiB, 0 %
2026/09/10 09:24:18.054, 1, NVIDIA A100-SXM4-80GB, 42, 91.28 W, 1140 MHz, 1593 MHz, 8336 MiB, 11 %
2026/09/10 09:24:18.054, 2, NVIDIA A100-SXM4-80GB, 38, 77.21 W, 1140 MHz, 1593 MHz, 1464 MiB, 0 %
2026/09/10 09:24:18.056, 3, NVIDIA A100-SXM4-80GB, 39, 89.79 W, 1140 MHz, 1593 MHz, 1490 MiB, 0 %
2026/09/10 09:24:20.056, 0, NVIDIA A100-SXM4-80GB, 47, 93.98 W, 1140 MHz, 1593 MHz, 15746 MiB, 0 %
2026/09/10 09:24:20.068, 1, NVIDIA A100-SXM4-80GB, 42, 90.35 W, 1140 MHz, 1593 MHz, 15746 MiB, 0 %
2026/09/10 09:24:20.068, 2, NVIDIA A100-SXM4-80GB, 38, 76.88 W, 1140 MHz, 1593 MHz, 15746 MiB, 0 %
2026/09/10 09:24:20.071, 3, NVIDIA A100-SXM4-80GB, 39, 89.46 W, 1140 MHz, 1593 MHz, 15746 MiB, 0 %
2026/09/10 09:24:22.072, 0, NVIDIA A100-SXM4-80GB, 47, 94.31 W, 1140 MHz, 1593 MHz, 15804 MiB, 6 %
2026/09/10 09:24:22.074, 1, NVIDIA A100-SXM4-80GB, 41, 90.35 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:22.075, 2, NVIDIA A100-SXM4-80GB, 38, 96.99 W, 1410 MHz, 1593 MHz, 15804 MiB, 6 %
2026/09/10 09:24:22.076, 3, NVIDIA A100-SXM4-80GB, 38, 88.87 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:24.076, 0, NVIDIA A100-SXM4-80GB, 47, 94.08 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:24.078, 1, NVIDIA A100-SXM4-80GB, 41, 90.02 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:24.078, 2, NVIDIA A100-SXM4-80GB, 37, 76.88 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:24.078, 3, NVIDIA A100-SXM4-80GB, 38, 89.20 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:26.079, 0, NVIDIA A100-SXM4-80GB, 46, 94.08 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:26.091, 1, NVIDIA A100-SXM4-80GB, 40, 90.02 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:26.091, 2, NVIDIA A100-SXM4-80GB, 37, 76.61 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:26.091, 3, NVIDIA A100-SXM4-80GB, 37, 88.27 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:28.091, 0, NVIDIA A100-SXM4-80GB, 46, 93.71 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:28.092, 1, NVIDIA A100-SXM4-80GB, 40, 89.75 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:28.097, 2, NVIDIA A100-SXM4-80GB, 36, 76.53 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:28.103, 3, NVIDIA A100-SXM4-80GB, 37, 88.87 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:30.104, 0, NVIDIA A100-SXM4-80GB, 46, 93.71 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:30.105, 1, NVIDIA A100-SXM4-80GB, 40, 89.75 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:30.105, 2, NVIDIA A100-SXM4-80GB, 36, 76.61 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 09:24:30.106, 3, NVIDIA A100-SXM4-80GB, 36, 90.07 W, 1140 MHz, 1593 MHz, 1108 MiB, 36 %
2026/09/10 09:24:32.106, 0, NVIDIA A100-SXM4-80GB, 47, 125.41 W, 1410 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 09:24:32.107, 1, NVIDIA A100-SXM4-80GB, 41, 120.36 W, 1410 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 09:24:32.107, 2, NVIDIA A100-SXM4-80GB, 37, 96.12 W, 1410 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 09:24:32.107, 3, NVIDIA A100-SXM4-80GB, 38, 117.70 W, 1410 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 09:24:34.108, 0, NVIDIA A100-SXM4-80GB, 46, 93.39 W, 1140 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 09:24:34.108, 1, NVIDIA A100-SXM4-80GB, 39, 89.43 W, 1140 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 09:24:34.109, 2, NVIDIA A100-SXM4-80GB, 36, 77.13 W, 1140 MHz, 1593 MHz, 15634 MiB, 0 %
2026/09/10 09:24:34.109, 3, NVIDIA A100-SXM4-80GB, 36, 96.99 W, 1260 MHz, 1593 MHz, 15634 MiB, 41 %
2026/09/10 09:24:36.109, 0, NVIDIA A100-SXM4-80GB, 45, 96.42 W, 1170 MHz, 1593 MHz, 15634 MiB, 37 %
2026/09/10 09:24:36.128, 1, NVIDIA A100-SXM4-80GB, 40, 104.30 W, 1305 MHz, 1593 MHz, 15634 MiB, 26 %
2026/09/10 09:24:36.128, 2, NVIDIA A100-SXM4-80GB, 36, 82.27 W, 1260 MHz, 1593 MHz, 15634 MiB, 0 %
2026/09/10 09:24:36.128, 3, NVIDIA A100-SXM4-80GB, 36, 102.03 W, 1290 MHz, 1593 MHz, 33794 MiB, 0 %
2026/09/10 09:24:38.129, 0, NVIDIA A100-SXM4-80GB, 45, 93.39 W, 1140 MHz, 1593 MHz, 34008 MiB, 0 %
2026/09/10 09:24:38.133, 1, NVIDIA A100-SXM4-80GB, 39, 89.43 W, 1140 MHz, 1593 MHz, 34014 MiB, 0 %
2026/09/10 09:24:38.135, 2, NVIDIA A100-SXM4-80GB, 35, 76.01 W, 1140 MHz, 1593 MHz, 34014 MiB, 0 %
2026/09/10 09:24:38.142, 3, NVIDIA A100-SXM4-80GB, 35, 87.59 W, 1140 MHz, 1593 MHz, 34008 MiB, 0 %
2026/09/10 09:24:40.143, 0, NVIDIA A100-SXM4-80GB, 56, 317.06 W, 1410 MHz, 1593 MHz, 38030 MiB, 100 %
2026/09/10 09:24:40.148, 1, NVIDIA A100-SXM4-80GB, 49, 316.47 W, 1410 MHz, 1593 MHz, 38034 MiB, 100 %
2026/09/10 09:24:40.151, 2, NVIDIA A100-SXM4-80GB, 43, 282.97 W, 1410 MHz, 1593 MHz, 38064 MiB, 99 %
2026/09/10 09:24:40.155, 3, NVIDIA A100-SXM4-80GB, 44, 393.40 W, 1410 MHz, 1593 MHz, 37974 MiB, 99 %
2026/09/10 09:24:42.156, 0, NVIDIA A100-SXM4-80GB, 57, 330.33 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 09:24:42.156, 1, NVIDIA A100-SXM4-80GB, 49, 311.97 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 09:24:42.156, 2, NVIDIA A100-SXM4-80GB, 46, 305.81 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 09:24:42.156, 3, NVIDIA A100-SXM4-80GB, 45, 315.42 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 09:24:44.157, 0, NVIDIA A100-SXM4-80GB, 57, 333.64 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 09:24:44.159, 1, NVIDIA A100-SXM4-80GB, 50, 336.45 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 09:24:44.159, 2, NVIDIA A100-SXM4-80GB, 47, 283.26 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 09:24:44.160, 3, NVIDIA A100-SXM4-80GB, 45, 320.55 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 09:24:46.160, 0, NVIDIA A100-SXM4-80GB, 57, 332.72 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 09:24:46.160, 1, NVIDIA A100-SXM4-80GB, 50, 336.48 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 09:24:46.160, 2, NVIDIA A100-SXM4-80GB, 47, 286.29 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:24:46.160, 3, NVIDIA A100-SXM4-80GB, 45, 314.83 W, 1410 MHz, 1593 MHz, 71190 MiB, 99 %
2026/09/10 09:24:48.161, 0, NVIDIA A100-SXM4-80GB, 59, 410.57 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 09:24:48.162, 1, NVIDIA A100-SXM4-80GB, 50, 429.12 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 09:24:48.167, 2, NVIDIA A100-SXM4-80GB, 48, 295.32 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 09:24:48.172, 3, NVIDIA A100-SXM4-80GB, 46, 364.09 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 09:24:50.173, 0, NVIDIA A100-SXM4-80GB, 59, 433.17 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 09:24:50.174, 1, NVIDIA A100-SXM4-80GB, 51, 346.72 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 09:24:50.177, 2, NVIDIA A100-SXM4-80GB, 50, 301.64 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 09:24:50.178, 3, NVIDIA A100-SXM4-80GB, 47, 397.16 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 09:24:52.178, 0, NVIDIA A100-SXM4-80GB, 57, 316.14 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 09:24:52.178, 1, NVIDIA A100-SXM4-80GB, 49, 326.20 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 09:24:52.178, 2, NVIDIA A100-SXM4-80GB, 47, 294.72 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 09:24:52.178, 3, NVIDIA A100-SXM4-80GB, 45, 300.14 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 09:24:54.178, 0, NVIDIA A100-SXM4-80GB, 59, 324.93 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 09:24:54.187, 1, NVIDIA A100-SXM4-80GB, 51, 321.69 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 09:24:54.188, 2, NVIDIA A100-SXM4-80GB, 49, 292.62 W, 1410 MHz, 1593 MHz, 67122 MiB, 98 %
2026/09/10 09:24:54.188, 3, NVIDIA A100-SXM4-80GB, 47, 308.84 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 09:24:56.189, 0, NVIDIA A100-SXM4-80GB, 60, 334.32 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 09:24:56.189, 1, NVIDIA A100-SXM4-80GB, 51, 336.80 W, 1410 MHz, 1593 MHz, 67092 MiB, 99 %
2026/09/10 09:24:56.190, 2, NVIDIA A100-SXM4-80GB, 49, 292.31 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:24:56.191, 3, NVIDIA A100-SXM4-80GB, 47, 319.95 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 09:24:58.191, 0, NVIDIA A100-SXM4-80GB, 61, 279.05 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 09:24:58.192, 1, NVIDIA A100-SXM4-80GB, 52, 362.46 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 09:24:58.192, 2, NVIDIA A100-SXM4-80GB, 49, 315.81 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 09:24:58.193, 3, NVIDIA A100-SXM4-80GB, 47, 303.70 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 09:25:00.194, 0, NVIDIA A100-SXM4-80GB, 62, 296.24 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 09:25:00.194, 1, NVIDIA A100-SXM4-80GB, 53, 372.12 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 09:25:00.196, 2, NVIDIA A100-SXM4-80GB, 49, 316.67 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 09:25:00.196, 3, NVIDIA A100-SXM4-80GB, 47, 254.12 W, 1410 MHz, 1593 MHz, 71190 MiB, 99 %
2026/09/10 09:25:02.196, 0, NVIDIA A100-SXM4-80GB, 60, 329.41 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 09:25:02.229, 1, NVIDIA A100-SXM4-80GB, 52, 318.59 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 09:25:02.232, 2, NVIDIA A100-SXM4-80GB, 49, 306.46 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:25:02.233, 3, NVIDIA A100-SXM4-80GB, 48, 329.56 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 09:25:04.233, 0, NVIDIA A100-SXM4-80GB, 61, 342.45 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 09:25:04.235, 1, NVIDIA A100-SXM4-80GB, 52, 320.17 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 09:25:04.240, 2, NVIDIA A100-SXM4-80GB, 50, 305.81 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:25:04.241, 3, NVIDIA A100-SXM4-80GB, 48, 319.95 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 09:25:06.246, 0, NVIDIA A100-SXM4-80GB, 58, 342.45 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 09:25:06.246, 1, NVIDIA A100-SXM4-80GB, 50, 280.22 W, 1410 MHz, 1593 MHz, 67092 MiB, 99 %
2026/09/10 09:25:06.246, 2, NVIDIA A100-SXM4-80GB, 48, 202.21 W, 1410 MHz, 1593 MHz, 67122 MiB, 100 %
2026/09/10 09:25:06.246, 3, NVIDIA A100-SXM4-80GB, 46, 325.62 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 09:25:08.246, 0, NVIDIA A100-SXM4-80GB, 60, 335.51 W, 1410 MHz, 1593 MHz, 71246 MiB, 98 %
2026/09/10 09:25:08.253, 1, NVIDIA A100-SXM4-80GB, 52, 316.80 W, 1410 MHz, 1593 MHz, 67092 MiB, 98 %
2026/09/10 09:25:08.254, 2, NVIDIA A100-SXM4-80GB, 50, 292.88 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 09:25:08.255, 3, NVIDIA A100-SXM4-80GB, 48, 321.47 W, 1410 MHz, 1593 MHz, 71190 MiB, 100 %
2026/09/10 09:25:10.256, 0, NVIDIA A100-SXM4-80GB, 60, 355.74 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 09:25:10.256, 1, NVIDIA A100-SXM4-80GB, 52, 331.97 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 09:25:10.257, 2, NVIDIA A100-SXM4-80GB, 50, 301.05 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 09:25:10.257, 3, NVIDIA A100-SXM4-80GB, 47, 309.43 W, 1410 MHz, 1593 MHz, 71190 MiB, 99 %
2026/09/10 09:25:12.257, 0, NVIDIA A100-SXM4-80GB, 61, 340.93 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 09:25:12.258, 1, NVIDIA A100-SXM4-80GB, 53, 347.31 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 09:25:12.258, 2, NVIDIA A100-SXM4-80GB, 53, 400.87 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:25:12.259, 3, NVIDIA A100-SXM4-80GB, 49, 345.80 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 09:25:14.259, 0, NVIDIA A100-SXM4-80GB, 61, 345.49 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 09:25:14.261, 1, NVIDIA A100-SXM4-80GB, 53, 378.47 W, 1410 MHz, 1593 MHz, 67092 MiB, 100 %
2026/09/10 09:25:14.266, 2, NVIDIA A100-SXM4-80GB, 51, 416.69 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:25:14.271, 3, NVIDIA A100-SXM4-80GB, 49, 322.65 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 09:25:16.278, 0, NVIDIA A100-SXM4-80GB, 61, 335.51 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 09:25:16.278, 1, NVIDIA A100-SXM4-80GB, 53, 327.38 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 09:25:16.278, 2, NVIDIA A100-SXM4-80GB, 51, 312.13 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:25:16.278, 3, NVIDIA A100-SXM4-80GB, 48, 316.93 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 09:25:18.278, 0, NVIDIA A100-SXM4-80GB, 61, 343.97 W, 1410 MHz, 1593 MHz, 71246 MiB, 100 %
2026/09/10 09:25:18.304, 1, NVIDIA A100-SXM4-80GB, 53, 335.60 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 09:25:18.304, 2, NVIDIA A100-SXM4-80GB, 51, 307.38 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:25:18.305, 3, NVIDIA A100-SXM4-80GB, 49, 303.39 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 09:25:20.305, 0, NVIDIA A100-SXM4-80GB, 61, 321.03 W, 1410 MHz, 1593 MHz, 71246 MiB, 99 %
2026/09/10 09:25:20.305, 1, NVIDIA A100-SXM4-80GB, 53, 307.12 W, 1410 MHz, 1593 MHz, 67092 MiB, 99 %
2026/09/10 09:25:20.305, 2, NVIDIA A100-SXM4-80GB, 51, 226.05 W, 1410 MHz, 1593 MHz, 67122 MiB, 99 %
2026/09/10 09:25:20.305, 3, NVIDIA A100-SXM4-80GB, 49, 306.14 W, 1410 MHz, 1593 MHz, 71190 MiB, 97 %
2026/09/10 09:25:22.305, 0, NVIDIA A100-SXM4-80GB, 62, 322.49 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 09:25:22.306, 1, NVIDIA A100-SXM4-80GB, 54, 325.88 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
2026/09/10 09:25:22.309, 2, NVIDIA A100-SXM4-80GB, 52, 225.70 W, 1410 MHz, 1593 MHz, 67122 MiB, 97 %
2026/09/10 09:25:22.313, 3, NVIDIA A100-SXM4-80GB, 50, 385.72 W, 1410 MHz, 1593 MHz, 71190 MiB, 98 %
2026/09/10 09:25:24.318, 0, NVIDIA A100-SXM4-80GB, 60, 331.87 W, 1410 MHz, 1593 MHz, 71246 MiB, 97 %
2026/09/10 09:25:24.318, 1, NVIDIA A100-SXM4-80GB, 52, 335.28 W, 1410 MHz, 1593 MHz, 67092 MiB, 97 %
